"","accession","isolate","collection.date.formatted","collection.date.decimal","iso.country.code","iso.country","iso.subdivision.code","iso.subdivision.name","genotype","host.class","host.order","host.genus","host.species","isolation.source","seq.length","full.length","seq.technology","title","pubmed.id_1","citation_1","region","moltype","pubmed.id_2","pubmed.id_3","pubmed.id_4","pubmed.id_5","pubmed.id_6","citation_2","citation_3","citation_4","citation_5","citation_6","notes","genbank.createdate","is.europe","segment","flags"
"727","MK956045","USUV-V_9497",2017-01-01,2017,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Turdus","merula",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-V_9497 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Leipzig","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"728","MK956044","USUV-V_9495",2017-01-01,2017,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Turdus","merula",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-V_9495 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Leipzig","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"729","MK956043","USUV-P_818",2018-01-01,2018,"DE","Germany","SH","Schleswig-Holstein",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-P_818 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Luebeck","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"730","MK956042","USUV-P_762",2018-01-01,2018,"DE","Germany","SH","Schleswig-Holstein",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-P_762 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Brickeln","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"731","MK956041","USUV-P_735",2018-01-01,2018,"DE","Germany","SH","Schleswig-Holstein",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-P_735 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Aumuehle","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"732","MK956040","USUV-M_661",2018-01-01,2018,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Turdus","philomelos",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_661 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Leipzig","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"733","MK956039","USUV-M_967",2018-01-01,2018,"DE","Germany","HE","Hessen",NA,"Aves","Strigiformes","Strix","nebulosa",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_967 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Ranstadt","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"734","MK956038","USUV-M_837",2018-01-01,2018,"DE","Germany","NI","Niedersachsen",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_837 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Theene","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"735","MK956037","USUV-M_793",2018-01-01,2018,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Sturnus","vulgaris",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_793 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Leipzig","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"736","MK956036","USUV-M_788",2018-01-01,2018,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Turdus","philomelos",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_788 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Leipzig","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"737","MK956035","USUV-M_785",2018-01-01,2018,"DE","Germany",NA,"Baden-Wuerttemberg",NA,"Aves","Strigiformes","Strix","nebulosa",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_785 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Stutensee","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution,subdivision_missing"
"738","MK956034","USUV-M_775",2018-01-01,2018,"DE","Germany","SH","Schleswig-Holstein",NA,"Aves","Passeriformes","Pyrrhula","pyrrhula",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_775 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Pinneberg","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"739","MK956033","USUV-M_677",2018-01-01,2018,"DE","Germany",NA,"Baden-Wuerttemberg",NA,"Aves","Passeriformes","Passer","domesticus",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_677 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Freiburg im Breisgau","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution,subdivision_missing"
"740","MK956032","USUV-M_676",2018-01-01,2018,"DE","Germany","NI","Niedersachsen",NA,"Aves","Passeriformes","Pyrrhula","erythaca",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_676 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Dinklage","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"741","MK956031","USUV-M_674",2018-01-01,2018,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Pyrrhula","pyrrhula",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_674 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Gross Dueben","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"742","MK956030","USUV-M_671",2018-01-01,2018,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Turdus","merula",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_671 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Leipzig","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"743","MK956029","USUV-M_670",2018-01-01,2018,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Turdus","merula",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_670 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Leipzig","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"744","MK956028","USUV-M_664",2018-01-01,2018,"DE","Germany","SN","Sachsen",NA,"Aves","Passeriformes","Turdus","merula",NA,726,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-M_664 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Leipzig","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"745","MK956027","USUV-EDI_140/ 18",2018-01-01,2018,"DE","Germany","SH","Schleswig-Holstein",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_140/ 18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Prohn","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"746","MK956026","USUV-EDI_111/18",2018-01-01,2018,"DE","Germany","MV","Mecklenburg-Vorpommern",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_111/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Warin","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"747","MK956025","USUV-EDI_110/18",2018-01-01,2018,"DE","Germany","MV","Mecklenburg-Vorpommern",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_110/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Parchim","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"748","MK956024","USUV-EDI_93/18",2018-01-01,2018,"DE","Germany","MV","Mecklenburg-Vorpommern",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_93/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Grevesmuehlen","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"749","MK956023","USUV-EDI_92/18",2018-01-01,2018,"DE","Germany","MV","Mecklenburg-Vorpommern",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_92/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Ruegen","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"750","MK956022","USUV-EDI_80/18",2018-01-01,2018,"DE","Germany","BE","Berlin",NA,"Aves","Passeriformes","Turdus","philomelos",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_80/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Berlin","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"751","MK956021","USUV-EDI_77/18",2018-01-01,2018,"DE","Germany","BY","Bayern",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_77/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Wuerzburg","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"752","MK956020","USUV-EDI_66/18",2018-01-01,2018,"DE","Germany","BY","Bayern",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_66/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Munich","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"753","MK956019","USUV-EDI_58/18",2018-01-01,2018,"DE","Germany",NA,"Baden-Wuerttemberg",NA,"Aves","Strigiformes","Strix","nebulosa",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_58/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Rosengarten","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution,subdivision_missing"
"754","MK956018","USUV-EDI_57/18",2018-01-01,2018,"DE","Germany","SL","Saarland",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_57/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Puettlingen","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"755","MK956017","USUV-EDI_50/ 18",2018-01-01,2018,"DE","Germany","BY","Bayern",NA,"Aves","Strigiformes","Strix","nebulosa",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_50/ 18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Nuremberg","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"756","MK956016","USUV-EDI_44/18",2018-01-01,2018,"DE","Germany","ST","Sachsen-Anhalt",NA,"Aves","Strigiformes","Strix","nebulosa",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_44/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Halle","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"757","MK956015","USUV-EDI_38/17",2017-01-01,2017,"DE","Germany","SN","Sachsen",NA,"Aves","Strigiformes","Surnia","ulula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_38/17 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Dresden","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"758","MK956014","USUV-EDI_32/ 18",2018-01-01,2018,"DE","Germany","NI","Niedersachsen",NA,"Aves","Strigiformes","Strix","nebulosa",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_32/ 18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Osnabruck","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"759","MK956013","USUV-EDI_31/17",2017-01-01,2017,"DE","Germany","NW","Nordrhein-Westfalen",NA,"Aves","Passeriformes","Turdus","merula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_31/17 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Brueggen","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
"760","MK956012","USUV-EDI_29/18",2018-01-01,2018,"DE","Germany","NI","Niedersachsen",NA,"Aves","Strigiformes","Surnia","ulula",NA,1066,"partial","Sanger dideoxy sequencing","Usutu virus isolate USUV-EDI_29/18 polyprotein, envelope protein region, gene, partial cds",31340516,"Viruses 11 (7), E674 (2019)","Wingst","rna",NA,NA,NA,NA,NA,"Submitted (21-MAY-2019) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald 17493, Germany",NA,NA,NA,NA,NA,2019-07-31,"European","envelope","collection.date_resolution"
